;Criteria A;Criteria B;Criteria C;Criteria D;Criteria E;Criteria F;Stations AD;Stations AE;Stations AF;Stations BD;Stations BE;Stations BF;Stations CD;Stations CE;Stations CF;Raw_score;Score
39749;Moins de 1 km de la Tour Bretagne;Moins de 1 km du chateau;Moins de 1km du peripherique;Nord Loire;Sur la ligne de Tramway 2;Terminus de ligne;13;5;1;16;6;2;23;9;7;27;3.0
39750;Contient un P;Contient une lettre doublee;Nom en 1 seul mot;Moins de 1 km de la Tour Bretagne;Sur la ligne de Busway 5;Termine par un E;2;3;4;3;1;10;5;8;25;34;4.0
39751;Contient un P;Contient une lettre doublee;Termine par un E;Moins de 1 km de la Tour Bretagne;Nom en 1 seul mot;Sur la ligne de Busway 5;2;7;3;3;9;1;5;25;4;35;4.0
39752;Contient un P;Moins de 1 km de la Tour Bretagne;Sur la ligne de Busway 5;Contient une lettre doublee;Nom en 1 seul mot;Termine par un E;5;7;4;3;5;5;1;8;4;36;4.0
39753;Contient un P;Nom en 1 seul mot;Termine par un E;Contient une lettre doublee;Moins de 1 km de la Tour Bretagne;Sur la ligne de Busway 5;5;2;3;9;5;8;10;5;4;34;4.0
39754;Contient un P;En correspondance avec un Chronobus;Moins de 1 km du chateau;Moins de 1 km de la Tour Bretagne;Sur 2 lignes ou plus;Sur la ligne de Busway 5;2;1;3;5;3;3;10;3;2;41;4.5
39755;Contient un P;En correspondance avec un Chronobus;Sur 2 lignes ou plus;Moins de 1 km de la Tour Bretagne;Moins de 1 km du chateau;Sur la ligne de Busway 5;2;2;3;5;7;3;3;3;2;42;4.5
39756;Contient un P;Moins de 1 km de la Tour Bretagne;Sur la ligne de Busway 5;En correspondance avec un Chronobus;Moins de 1 km du chateau;Sur 2 lignes ou plus;4;2;1;5;10;3;3;2;2;40;4.5
39757;Contient un P;Moins de 1 km du chateau;Sur 2 lignes ou plus;En correspondance avec un Chronobus;Moins de 1 km de la Tour Bretagne;Sur la ligne de Busway 5;4;2;3;7;10;2;3;3;2;39;4.5
39758;Contient un P;Contient une lettre doublee;Moins de 2 km des machines;Nom en 1 seul mot;Sur 2 lignes ou plus;Sur la ligne de Busway 5;7;1;3;9;3;1;12;8;9;34;4.0
39759;Contient un P;Contient une lettre doublee;Nom en 1 seul mot;Moins de 2 km des machines;Sur 2 lignes ou plus;Sur la ligne de Busway 5;7;1;3;8;3;1;12;4;8;35;4.0
39760;Contient un P;Contient une lettre doublee;Sur 2 lignes ou plus;Moins de 2 km des machines;Nom en 1 seul mot;Sur la ligne de Busway 5;7;7;3;8;9;1;8;4;2;34;4.0
39761;Contient un P;Contient une lettre doublee;Sur la ligne de Busway 5;Moins de 2 km des machines;Nom en 1 seul mot;Sur 2 lignes ou plus;7;7;1;8;9;3;9;8;2;33;3.5
39762;Contient un P;Moins de 2 km des machines;Nom en 1 seul mot;Contient une lettre doublee;Sur 2 lignes ou plus;Sur la ligne de Busway 5;5;1;3;8;8;9;9;4;8;33;3.5
39763;Contient un P;Moins de 2 km des machines;Sur 2 lignes ou plus;Contient une lettre doublee;Nom en 1 seul mot;Sur la ligne de Busway 5;5;7;3;8;12;9;3;4;2;34;4.0
39764;Contient un P;Moins de 2 km des machines;Sur la ligne de Busway 5;Contient une lettre doublee;Nom en 1 seul mot;Sur 2 lignes ou plus;5;7;1;8;12;8;1;8;2;33;3.5
39765;Contient un P;Nom en 1 seul mot;Sur 2 lignes ou plus;Contient une lettre doublee;Moins de 2 km des machines;Sur la ligne de Busway 5;5;7;3;9;12;8;3;8;2;33;3.5
39766;Contient un P;Nom en 1 seul mot;Sur la ligne de Busway 5;Contient une lettre doublee;Moins de 2 km des machines;Sur 2 lignes ou plus;5;7;1;9;12;4;1;9;2;34;4.0
39767;Contient un P;Sur 2 lignes ou plus;Sur la ligne de Busway 5;Contient une lettre doublee;Moins de 2 km des machines;Nom en 1 seul mot;5;7;7;3;8;4;1;9;8;33;3.5
39768;Commence par un M;Contient un P;Sur la ligne de Busway 5;Moins de 2 km des machines;Sur la ligne de Busway 4;Sur la ligne de Tramway 3;2;2;2;7;3;8;9;1;1;39;4.5
39769;Commence par un M;Moins de 2 km des machines;Sur la ligne de Busway 5;Contient un P;Sur la ligne de Busway 4;Sur la ligne de Tramway 3;2;2;2;7;5;10;3;1;1;39;4.5
39770;En correspondance avec un Chronobus;Nom de 9 lettres ou moins;Nom en 1 seul mot;Nord Loire;Sur la ligne de Tramway 3;Terminus de ligne;23;7;4;31;14;5;32;14;4;20;2.0
39771;En correspondance avec un Chronobus;Nom de 9 lettres ou moins;Nord Loire;Nom en 1 seul mot;Sur la ligne de Tramway 3;Terminus de ligne;10;7;4;36;14;5;32;18;8;20;2.0
39772;En correspondance avec un Chronobus;Nom de 9 lettres ou moins;Sur la ligne de Tramway 3;Nom en 1 seul mot;Nord Loire;Terminus de ligne;10;23;4;36;31;5;14;18;2;20;2.0
39773;En correspondance avec un Chronobus;Nom de 9 lettres ou moins;Terminus de ligne;Nom en 1 seul mot;Nord Loire;Sur la ligne de Tramway 3;10;23;7;36;31;14;4;8;2;21;2.5
39774;En correspondance avec un Chronobus;Nom en 1 seul mot;Nord Loire;Nom de 9 lettres ou moins;Sur la ligne de Tramway 3;Terminus de ligne;13;7;4;36;14;4;31;18;8;19;2.0
39775;En correspondance avec un Chronobus;Nom en 1 seul mot;Sur la ligne de Tramway 3;Nom de 9 lettres ou moins;Nord Loire;Terminus de ligne;13;23;4;36;32;4;14;18;2;19;2.0
39776;En correspondance avec un Chronobus;Nom en 1 seul mot;Terminus de ligne;Nom de 9 lettres ou moins;Nord Loire;Sur la ligne de Tramway 3;13;23;7;36;32;14;5;8;2;20;2.0
39777;En correspondance avec un Chronobus;Nord Loire;Sur la ligne de Tramway 3;Nom de 9 lettres ou moins;Nom en 1 seul mot;Terminus de ligne;13;10;4;31;32;8;14;14;2;19;2.0
39778;En correspondance avec un Chronobus;Nord Loire;Terminus de ligne;Nom de 9 lettres ou moins;Nom en 1 seul mot;Sur la ligne de Tramway 3;13;10;7;31;32;18;5;4;2;22;2.5
39779;En correspondance avec un Chronobus;Sur la ligne de Tramway 3;Terminus de ligne;Nom de 9 lettres ou moins;Nom en 1 seul mot;Nord Loire;13;10;23;14;14;18;5;4;8;18;2.0
39780;Contient un H;Contient une lettre doublee;Moins de 1 km d une riviere;Nom en 3 mots ou plus;Sur la ligne de Tramway 2;Sur une autre commune que Nantes;6;7;6;8;9;5;12;14;6;28;3.0
39781;Contient un H;Contient une lettre doublee;Nom en 3 mots ou plus;Moins de 1 km d une riviere;Sur la ligne de Tramway 2;Sur une autre commune que Nantes;13;7;6;13;9;5;12;6;6;26;3.0
39782;Contient un H;Contient une lettre doublee;Sur la ligne de Tramway 2;Moins de 1 km d une riviere;Nom en 3 mots ou plus;Sur une autre commune que Nantes;13;6;6;13;8;5;14;6;3;27;3.0
39783;Contient un H;Contient une lettre doublee;Sur une autre commune que Nantes;Moins de 1 km d une riviere;Nom en 3 mots ou plus;Sur la ligne de Tramway 2;13;6;7;13;8;9;6;6;3;28;3.0
39784;Contient un H;Moins de 1 km d une riviere;Nom en 3 mots ou plus;Contient une lettre doublee;Sur la ligne de Tramway 2;Sur une autre commune que Nantes;6;7;6;13;14;6;8;6;6;28;3.0
39785;Contient un H;Moins de 1 km d une riviere;Sur la ligne de Tramway 2;Contient une lettre doublee;Nom en 3 mots ou plus;Sur une autre commune que Nantes;6;6;6;13;12;6;9;6;3;31;3.5
39786;Contient un H;Moins de 1 km d une riviere;Sur une autre commune que Nantes;Contient une lettre doublee;Nom en 3 mots ou plus;Sur la ligne de Tramway 2;6;6;7;13;12;14;5;6;3;28;3.0
39787;Contient un H;Nom en 3 mots ou plus;Sur la ligne de Tramway 2;Contient une lettre doublee;Moins de 1 km d une riviere;Sur une autre commune que Nantes;6;13;6;8;12;6;9;14;3;27;3.0
39788;Contient un H;Nom en 3 mots ou plus;Sur une autre commune que Nantes;Contient une lettre doublee;Moins de 1 km d une riviere;Sur la ligne de Tramway 2;6;13;7;8;12;6;5;6;3;30;3.5
39789;Contient un H;Sur la ligne de Tramway 2;Sur une autre commune que Nantes;Contient une lettre doublee;Moins de 1 km d une riviere;Nom en 3 mots ou plus;6;13;6;9;14;6;5;6;6;29;3.0
39790;Contient un H;Moins de 1km du peripherique;Sur 2 lignes ou plus;Contient une lettre doublee;Termine par un E;Termine par un S;6;7;7;8;8;4;3;2;2;35;4.0
39791;Contient un H;Termine par un E;Termine par un S;Contient une lettre doublee;Moins de 1km du peripherique;Sur 2 lignes ou plus;6;7;3;10;8;2;6;4;2;35;4.0
39792;Contient un P;Moins de 2 km des machines;Ne contient pas de E;Nom de 9 lettres ou moins;Termine par un S;Terminus de ligne;7;3;3;11;10;3;12;2;1;34;4.0
39793;Contient un P;Moins de 2 km des machines;Nom de 9 lettres ou moins;Ne contient pas de E;Termine par un S;Terminus de ligne;4;3;3;5;10;3;12;6;5;35;4.0
39794;Contient un P;Moins de 2 km des machines;Termine par un S;Ne contient pas de E;Nom de 9 lettres ou moins;Terminus de ligne;4;7;3;5;11;3;2;6;1;37;4.0
39795;Contient un P;Moins de 2 km des machines;Terminus de ligne;Ne contient pas de E;Nom de 9 lettres ou moins;Termine par un S;4;7;3;5;11;10;1;5;1;34;4.0
39796;Contient un P;Ne contient pas de E;Nom de 9 lettres ou moins;Moins de 2 km des machines;Termine par un S;Terminus de ligne;7;3;3;5;2;1;11;6;5;37;4.0
39797;Contient un P;Ne contient pas de E;Termine par un S;Moins de 2 km des machines;Nom de 9 lettres ou moins;Terminus de ligne;7;7;3;5;12;1;10;6;1;33;3.5
39798;Contient un P;Ne contient pas de E;Terminus de ligne;Moins de 2 km des machines;Nom de 9 lettres ou moins;Termine par un S;7;7;3;5;12;2;3;5;1;36;4.0
39799;Contient un P;Nom de 9 lettres ou moins;Termine par un S;Moins de 2 km des machines;Ne contient pas de E;Terminus de ligne;7;4;3;11;12;5;10;2;1;32;3.5
39800;Contient un P;Nom de 9 lettres ou moins;Terminus de ligne;Moins de 2 km des machines;Ne contient pas de E;Termine par un S;7;4;3;11;12;6;3;1;1;35;4.0
39801;Contient un P;Termine par un S;Terminus de ligne;Moins de 2 km des machines;Ne contient pas de E;Nom de 9 lettres ou moins;7;4;7;10;2;6;3;1;5;35;4.0
39802;Contient un H;Moins de 1 km de la Tour Bretagne;Moins de 2 km des machines;Sur 2 lignes ou plus;Sur la ligne de Tramway 2;Sur la ligne de Tramway 3;3;7;6;3;5;6;8;10;10;32;3.5
39803;Contient un H;Moins de 1 km de la Tour Bretagne;Sur 2 lignes ou plus;Moins de 2 km des machines;Sur la ligne de Tramway 2;Sur la ligne de Tramway 3;8;7;6;11;5;6;8;6;6;31;3.5
39804;Contient un H;Moins de 1 km de la Tour Bretagne;Sur la ligne de Tramway 2;Moins de 2 km des machines;Sur 2 lignes ou plus;Sur la ligne de Tramway 3;8;3;6;11;3;6;10;6;6;33;3.5
39805;Contient un H;Moins de 1 km de la Tour Bretagne;Sur la ligne de Tramway 3;Moins de 2 km des machines;Sur 2 lignes ou plus;Sur la ligne de Tramway 2;8;3;7;11;3;5;10;6;6;32;3.5
39806;Contient un H;Moins de 2 km des machines;Sur 2 lignes ou plus;Moins de 1 km de la Tour Bretagne;Sur la ligne de Tramway 2;Sur la ligne de Tramway 3;5;7;6;11;10;10;3;6;6;30;3.5
39807;Contient un H;Moins de 2 km des machines;Sur la ligne de Tramway 2;Moins de 1 km de la Tour Bretagne;Sur 2 lignes ou plus;Sur la ligne de Tramway 3;5;3;6;11;8;10;5;6;6;32;3.5
39808;Contient un H;Moins de 2 km des machines;Sur la ligne de Tramway 3;Moins de 1 km de la Tour Bretagne;Sur 2 lignes ou plus;Sur la ligne de Tramway 2;5;3;7;11;8;10;6;6;6;31;3.5
39809;Contient un H;Sur 2 lignes ou plus;Sur la ligne de Tramway 2;Moins de 1 km de la Tour Bretagne;Moins de 2 km des machines;Sur la ligne de Tramway 3;5;8;6;3;8;6;5;10;6;33;3.5
39810;Contient un H;Sur 2 lignes ou plus;Sur la ligne de Tramway 3;Moins de 1 km de la Tour Bretagne;Moins de 2 km des machines;Sur la ligne de Tramway 2;5;8;7;3;8;6;6;10;6;32;3.5
39811;Contient un H;Sur la ligne de Tramway 2;Sur la ligne de Tramway 3;Moins de 1 km de la Tour Bretagne;Moins de 2 km des machines;Sur 2 lignes ou plus;5;8;3;5;10;6;6;10;6;32;3.5
39812;Contient un P;Moins de 1 km de la Tour Bretagne;Moins de 1km du peripherique;Nom de 9 lettres ou moins;Situe dans Nantes;Termine par un E;7;13;4;7;13;5;11;13;8;22;2.5
39813;Contient un P;Nom de 9 lettres ou moins;Situe dans Nantes;Moins de 1 km de la Tour Bretagne;Moins de 1km du peripherique;Termine par un E;2;3;4;7;11;16;13;13;27;23;2.5
39814;Contient un P;Nom de 9 lettres ou moins;Termine par un E;Moins de 1 km de la Tour Bretagne;Moins de 1km du peripherique;Situe dans Nantes;2;3;13;7;11;33;5;8;27;25;3.0
39815;Contient un P;Situe dans Nantes;Termine par un E;Moins de 1 km de la Tour Bretagne;Moins de 1km du peripherique;Nom de 9 lettres ou moins;2;3;7;13;13;33;5;8;16;24;2.5
39816;Contient un H;Nom de 9 lettres ou moins;Sur la ligne de Tramway 2;Moins de 1km du peripherique;Sur 2 lignes ou plus;Sur la ligne de Busway 5;7;3;3;11;4;7;9;6;1;34;4.0
39817;Ile de Nantes;Moins de 1 km de la Tour Bretagne;Sur la ligne de Tramway 1;Nom en 1 seul mot;Termine par un E;Terminus de ligne;10;5;1;5;5;1;20;13;4;30;3.5
39818;Moins de 1 km d une riviere;Ne contient pas de E;Nom de 9 lettres ou moins;Nom en 1 seul mot;Sur la ligne de Tramway 1;Sur la ligne de Tramway 2;27;14;14;12;5;4;36;15;10;17;2.0
39819;Moins de 1 km d une riviere;Ne contient pas de E;Nom en 1 seul mot;Nom de 9 lettres ou moins;Sur la ligne de Tramway 1;Sur la ligne de Tramway 2;24;14;14;12;5;4;36;20;7;18;2.0
39820;Moins de 1 km d une riviere;Ne contient pas de E;Sur la ligne de Tramway 1;Nom de 9 lettres ou moins;Nom en 1 seul mot;Sur la ligne de Tramway 2;24;27;14;12;12;4;15;20;1;18;2.0
39821;Moins de 1 km d une riviere;Ne contient pas de E;Sur la ligne de Tramway 2;Nom de 9 lettres ou moins;Nom en 1 seul mot;Sur la ligne de Tramway 1;24;27;14;12;12;5;10;7;1;21;2.5
39822;Moins de 1 km d une riviere;Nom de 9 lettres ou moins;Nom en 1 seul mot;Ne contient pas de E;Sur la ligne de Tramway 1;Sur la ligne de Tramway 2;11;14;14;12;15;10;12;20;7;15;1.5
39823;Moins de 1 km d une riviere;Nom de 9 lettres ou moins;Sur la ligne de Tramway 1;Ne contient pas de E;Nom en 1 seul mot;Sur la ligne de Tramway 2;11;27;14;12;36;10;5;20;1;19;2.0
39824;Moins de 1 km d une riviere;Nom de 9 lettres ou moins;Sur la ligne de Tramway 2;Ne contient pas de E;Nom en 1 seul mot;Sur la ligne de Tramway 1;11;27;14;12;36;15;4;7;1;20;2.0
39825;Moins de 1 km d une riviere;Nom en 1 seul mot;Sur la ligne de Tramway 1;Ne contient pas de E;Nom de 9 lettres ou moins;Sur la ligne de Tramway 2;11;24;14;12;36;7;5;15;1;20;2.0
39826;Moins de 1 km d une riviere;Nom en 1 seul mot;Sur la ligne de Tramway 2;Ne contient pas de E;Nom de 9 lettres ou moins;Sur la ligne de Tramway 1;11;24;14;12;36;20;4;10;1;19;2.0
39827;Moins de 1 km d une riviere;Sur la ligne de Tramway 1;Sur la ligne de Tramway 2;Ne contient pas de E;Nom de 9 lettres ou moins;Nom en 1 seul mot;11;24;27;5;15;20;4;10;7;19;2.0
39828;Ile de Nantes;Moins de 1 km du chateau;Nom de 9 lettres ou moins;Nom en 1 seul mot;Sur la ligne de Busway 5;Termine par un E;10;12;5;5;2;6;36;7;16;26;3.0
39829;Ile de Nantes;Moins de 1 km du chateau;Nom en 1 seul mot;Nom de 9 lettres ou moins;Sur la ligne de Busway 5;Termine par un E;7;12;5;8;2;6;36;8;25;26;3.0
39830;Ile de Nantes;Moins de 1 km du chateau;Sur la ligne de Busway 5;Nom de 9 lettres ou moins;Nom en 1 seul mot;Termine par un E;7;10;5;8;5;6;7;8;4;30;3.5
39831;Ile de Nantes;Moins de 1 km du chateau;Termine par un E;Nom de 9 lettres ou moins;Nom en 1 seul mot;Sur la ligne de Busway 5;7;10;12;8;5;2;16;25;4;25;3.0
39832;Contient un H;Contient une lettre doublee;Situe dans Nantes;Sur 2 lignes ou plus;Sur la ligne de Tramway 3;Terminus de ligne;3;6;2;3;6;2;8;15;5;36;4.0
39833;Contient un H;Contient une lettre doublee;Sur la ligne de Tramway 3;Situe dans Nantes;Sur 2 lignes ou plus;Terminus de ligne;19;3;2;22;3;2;15;6;2;32;3.5
39834;Contient un H;Situe dans Nantes;Sur la ligne de Tramway 3;Contient une lettre doublee;Sur 2 lignes ou plus;Terminus de ligne;6;3;2;22;8;5;6;6;2;35;4.0
39835;Contient un H;Sur 2 lignes ou plus;Terminus de ligne;Contient une lettre doublee;Situe dans Nantes;Sur la ligne de Tramway 3;6;19;6;3;8;6;2;5;2;35;4.0
39836;Commence par une voyelle;Contient un H;Nom de 9 lettres ou moins;Nord Loire;Sur la ligne de Busway 4;Sur la ligne de Tramway 3;6;1;3;19;4;6;31;4;14;29;3.0
39837;Commence par une voyelle;Contient un H;Nord Loire;Nom de 9 lettres ou moins;Sur la ligne de Busway 4;Sur la ligne de Tramway 3;1;1;3;6;4;6;31;3;18;34;4.0
39838;Commence par une voyelle;Nom de 9 lettres ou moins;Nord Loire;Contient un H;Sur la ligne de Busway 4;Sur la ligne de Tramway 3;1;1;3;6;4;14;19;3;18;31;3.5
39839;Commence par une voyelle;Sur la ligne de Busway 4;Sur la ligne de Tramway 3;Contient un H;Nom de 9 lettres ou moins;Nord Loire;1;1;6;4;4;3;6;14;18;33;3.5
39840;Moins de 1 km d une riviere;Ne contient pas de E;Nom en 1 seul mot;Nord Loire;Sur la ligne de Tramway 2;Termine par un S;31;14;16;11;4;2;32;7;8;21;2.5
39841;Moins de 1 km d une riviere;Ne contient pas de E;Nord Loire;Nom en 1 seul mot;Sur la ligne de Tramway 2;Termine par un S;27;14;16;12;4;2;32;20;12;18;2.0
39842;Moins de 1 km d une riviere;Ne contient pas de E;Sur la ligne de Tramway 2;Nom en 1 seul mot;Nord Loire;Termine par un S;27;31;16;12;11;2;7;20;5;20;2.0
39843;Moins de 1 km d une riviere;Ne contient pas de E;Termine par un S;Nom en 1 seul mot;Nord Loire;Sur la ligne de Tramway 2;27;31;14;12;11;4;8;12;5;20;2.0
39844;Moins de 1 km d une riviere;Nom en 1 seul mot;Nord Loire;Ne contient pas de E;Sur la ligne de Tramway 2;Termine par un S;11;14;16;12;7;8;11;20;12;17;2.0
39845;Moins de 1 km d une riviere;Nom en 1 seul mot;Sur la ligne de Tramway 2;Ne contient pas de E;Nord Loire;Termine par un S;11;31;16;12;32;8;4;20;5;19;2.0
39846;Moins de 1 km d une riviere;Nom en 1 seul mot;Termine par un S;Ne contient pas de E;Nord Loire;Sur la ligne de Tramway 2;11;31;14;12;32;7;2;12;5;21;2.5
39847;Moins de 1 km d une riviere;Nord Loire;Sur la ligne de Tramway 2;Ne contient pas de E;Nom en 1 seul mot;Termine par un S;11;27;16;11;32;12;4;7;5;20;2.0
39848;Moins de 1 km d une riviere;Nord Loire;Termine par un S;Ne contient pas de E;Nom en 1 seul mot;Sur la ligne de Tramway 2;11;27;14;11;32;20;2;8;5;20;2.0
39849;Moins de 1 km d une riviere;Sur la ligne de Tramway 2;Termine par un S;Ne contient pas de E;Nom en 1 seul mot;Nord Loire;11;27;31;4;7;20;2;8;12;22;2.5
39850;Commence par un M;Moins de 1km du peripherique;Nord Loire;Situe dans Nantes;Sur la ligne de Busway 4;Termine par un S;10;2;3;13;2;4;59;3;12;30;3.5
39851;Commence par un M;Moins de 1km du peripherique;Situe dans Nantes;Nord Loire;Sur la ligne de Busway 4;Termine par un S;9;2;3;23;2;4;59;12;19;27;3.0
39852;Commence par un M;Moins de 1km du peripherique;Sur la ligne de Busway 4;Nord Loire;Situe dans Nantes;Termine par un S;9;10;3;23;13;4;3;12;5;27;3.0
39853;Commence par un M;Moins de 1km du peripherique;Termine par un S;Nord Loire;Situe dans Nantes;Sur la ligne de Busway 4;9;10;2;23;13;2;12;19;5;24;2.5
39854;Commence par un M;Nord Loire;Situe dans Nantes;Moins de 1km du peripherique;Sur la ligne de Busway 4;Termine par un S;2;2;3;23;3;12;13;12;19;27;3.0
39855;Commence par un M;Nord Loire;Sur la ligne de Busway 4;Moins de 1km du peripherique;Situe dans Nantes;Termine par un S;2;10;3;23;59;12;2;12;5;27;3.0
39856;Commence par un M;Nord Loire;Termine par un S;Moins de 1km du peripherique;Situe dans Nantes;Sur la ligne de Busway 4;2;10;2;23;59;3;4;19;5;28;3.0
39857;Commence par un M;Situe dans Nantes;Sur la ligne de Busway 4;Moins de 1km du peripherique;Nord Loire;Termine par un S;2;9;3;13;59;19;2;3;5;30;3.5
39858;Commence par un M;Situe dans Nantes;Termine par un S;Moins de 1km du peripherique;Nord Loire;Sur la ligne de Busway 4;2;9;2;13;59;12;4;12;5;27;3.0
39859;Commence par un M;Sur la ligne de Busway 4;Termine par un S;Moins de 1km du peripherique;Nord Loire;Situe dans Nantes;2;9;10;2;3;12;4;12;19;29;3.0
39860;Contient une lettre doublee;En correspondance avec un Chronobus;Nord Loire;Moins de 1 km du chateau;Moins de 1km du peripherique;Sur la ligne de Busway 4;3;8;3;7;9;2;16;23;3;31;3.5
39861;Contient une lettre doublee;En correspondance avec un Chronobus;Sur la ligne de Busway 4;Moins de 1 km du chateau;Moins de 1km du peripherique;Nord Loire;3;8;21;7;9;23;3;2;3;31;3.5
39862;Contient une lettre doublee;Moins de 1 km du chateau;Moins de 1km du peripherique;En correspondance avec un Chronobus;Nord Loire;Sur la ligne de Busway 4;6;21;3;7;16;3;9;23;2;28;3.0
39863;Contient une lettre doublee;Nord Loire;Sur la ligne de Busway 4;En correspondance avec un Chronobus;Moins de 1 km du chateau;Moins de 1km du peripherique;6;3;8;23;16;23;2;3;2;30;3.5
39864;Contient une lettre doublee;En correspondance avec un Chronobus;Nom en 3 mots ou plus;Moins de 2 km hippodrome;Sur la ligne de Busway 5;Termine par un S;4;1;6;2;3;5;4;5;8;38;4.0
39865;Contient une lettre doublee;En correspondance avec un Chronobus;Termine par un S;Moins de 2 km hippodrome;Nom en 3 mots ou plus;Sur la ligne de Busway 5;4;8;1;2;7;3;3;8;5;37;4.0
39866;Contient une lettre doublee;Moins de 2 km hippodrome;Sur la ligne de Busway 5;En correspondance avec un Chronobus;Nom en 3 mots ou plus;Termine par un S;6;8;6;2;4;3;3;5;5;38;4.0
39867;Contient une lettre doublee;Nom en 3 mots ou plus;Termine par un S;En correspondance avec un Chronobus;Moins de 2 km hippodrome;Sur la ligne de Busway 5;6;4;1;7;4;5;5;3;5;37;4.0
39868;Contient un P;En correspondance avec un Chronobus;Sur la ligne de Tramway 3;Moins de 1 km du chateau;Sud Loire;Termine par un E;2;6;4;7;3;9;4;10;14;31;3.5
39869;Contient un P;En correspondance avec un Chronobus;Termine par un E;Moins de 1 km du chateau;Sud Loire;Sur la ligne de Tramway 3;2;6;8;7;3;7;6;8;14;31;3.5
39870;Contient un P;Moins de 1 km du chateau;Sud Loire;En correspondance avec un Chronobus;Sur la ligne de Tramway 3;Termine par un E;4;8;4;7;4;6;3;10;8;32;3.5
39871;Contient un P;Sur la ligne de Tramway 3;Termine par un E;En correspondance avec un Chronobus;Moins de 1 km du chateau;Sud Loire;4;2;6;7;4;10;9;6;8;32;3.5
39872;Commence par une voyelle;Moins de 1km du peripherique;Sur la ligne de Busway 5;Nom en 3 mots ou plus;Nord Loire;Sur la ligne de Tramway 3;4;6;3;5;23;4;5;3;1;36;4.0
39873;Commence par une voyelle;Nom en 3 mots ou plus;Nord Loire;Moins de 1km du peripherique;Sur la ligne de Busway 5;Sur la ligne de Tramway 3;2;1;3;5;5;5;23;3;18;34;4.0
39874;Commence par une voyelle;Nom en 3 mots ou plus;Sur la ligne de Tramway 3;Moins de 1km du peripherique;Nord Loire;Sur la ligne de Busway 5;2;6;1;5;14;5;4;18;1;33;3.5
39875;Commence par une voyelle;Nord Loire;Sur la ligne de Tramway 3;Moins de 1km du peripherique;Nom en 3 mots ou plus;Sur la ligne de Busway 5;2;4;1;23;14;3;4;5;1;34;4.0
39876;En correspondance avec un Chronobus;Ile de Nantes;Moins de 1 km du chateau;Sur la ligne de Tramway 2;Termine par un S;Terminus de ligne;9;5;4;3;5;1;6;4;2;38;4.0
39877;Commence par un M;Contient un H;Contient un P;Situe dans Nantes;Sud Loire;Sur la ligne de Busway 4;10;2;2;19;4;4;13;6;3;31;3.5
39878;Commence par un M;Contient un H;Situe dans Nantes;Contient un P;Sud Loire;Sur la ligne de Busway 4;2;2;2;4;4;4;13;7;12;33;3.5
39879;Commence par un M;Contient un H;Sud Loire;Contient un P;Situe dans Nantes;Sur la ligne de Busway 4;2;10;2;4;19;4;6;7;9;31;3.5
39880;Commence par un M;Contient un H;Sur la ligne de Busway 4;Contient un P;Situe dans Nantes;Sud Loire;2;10;2;4;19;4;3;12;9;31;3.5
39881;Commence par un M;Contient un P;Situe dans Nantes;Contient un H;Sud Loire;Sur la ligne de Busway 4;4;2;2;4;6;3;19;7;12;33;3.5
39882;Commence par un M;Contient un P;Sud Loire;Contient un H;Situe dans Nantes;Sur la ligne de Busway 4;4;10;2;4;13;3;4;7;9;31;3.5
39883;Commence par un M;Contient un P;Sur la ligne de Busway 4;Contient un H;Situe dans Nantes;Sud Loire;4;10;2;4;13;6;4;12;9;29;3.0
39884;Commence par un M;Situe dans Nantes;Sud Loire;Contient un H;Contient un P;Sur la ligne de Busway 4;4;2;2;19;13;12;4;6;9;29;3.0
39885;Commence par un M;Situe dans Nantes;Sur la ligne de Busway 4;Contient un H;Contient un P;Sud Loire;4;2;2;19;13;7;4;3;9;31;3.5
39886;Commence par un M;Sud Loire;Sur la ligne de Busway 4;Contient un H;Contient un P;Situe dans Nantes;4;2;10;4;6;7;4;3;12;33;3.5
39887;Contient un H;Nom de 9 lettres ou moins;Nom en 3 mots ou plus;En correspondance avec un Chronobus;Situe dans Nantes;Sur une autre commune que Nantes;5;19;6;13;33;12;7;17;6;21;2.5
39888;Contient un H;Situe dans Nantes;Sur une autre commune que Nantes;En correspondance avec un Chronobus;Nom de 9 lettres ou moins;Nom en 3 mots ou plus;5;6;6;21;33;17;5;12;6;25;3.0
39889;Commence par une voyelle;Contient une lettre doublee;Nom en 1 seul mot;Moins de 1 km du chateau;Sud Loire;Sur la ligne de Busway 5;1;1;1;3;4;1;5;9;8;39;4.5
39890;Moins de 1km du peripherique;Moins de 2 km hippodrome;Sur la ligne de Tramway 3;Nom de 9 lettres ou moins;Nom en 3 mots ou plus;Termine par un E;11;5;8;4;4;4;14;5;14;27;3.0
39891;Moins de 1km du peripherique;Moins de 2 km hippodrome;Termine par un E;Nom de 9 lettres ou moins;Nom en 3 mots ou plus;Sur la ligne de Tramway 3;11;5;4;4;4;1;16;5;14;29;3.0
39892;Moins de 1km du peripherique;Nom de 9 lettres ou moins;Nom en 3 mots ou plus;Moins de 2 km hippodrome;Sur la ligne de Tramway 3;Termine par un E;7;4;8;4;14;16;4;5;5;28;3.0
39893;Moins de 1km du peripherique;Sur la ligne de Tramway 3;Termine par un E;Moins de 2 km hippodrome;Nom de 9 lettres ou moins;Nom en 3 mots ou plus;7;11;5;1;14;5;4;16;5;28;3.0
